"species_code","subcategory"
"23840","None"
"23841","None"
"23843","None"
"23850","None"
"23851","None"
"23861","None"
"23862","None"
"23863","None"
"23865","None"
"23866","None"
"23871","None"
"23872","None"
"23873","None"
"23900","None"
"23911","None"
"23915","None"
"23932","None"
"23933","None"
"23940","None"
"23942","None"
"23943","None"
"23944","None"
"23945","None"
"23950","None"
"23952","None"
"23958","None"
"23960","None"
"23961","None"
"23962","None"
"23963","None"
"23970","None"
"24001","None"
"24100","None"
"24110","None"
"24111","None"
"24113","None"
"24114","None"
"24120","None"
"24130","None"
"24140","None"
"24150","None"
"24151","None"
"24152","None"
"24153","None"
"24158","None"
"24160","None"
"24165","None"
"24166","None"
"24170","None"
"24180","None"
"24181","None"
"24182","None"
"24184","None"
"24185","None"
"24186","None"
"24187","None"
"24188","None"
"24189","None"
"24190","None"
"24191","None"
"24192","None"
"24193","None"
"24194","None"
"24200","None"
"24220","None"
"24230","None"
"24231","None"
"24232","None"
"24233","None"
"24240","None"
"24393","None"
"24394","None"
"24395","None"
"24404","None"
"25100","None"
"25120","None"
"26050","None"
"26053","None"
"26060","None"
"27020","None"
"27028","None"
"27050","None"
"27051","None"
"28532","None"
"29990","None"
"29996","None"
"29999","None"
"30000","None"
"30010","None"
"30020","None"
"30025","None"
"30030","None"
"30035","None"
"30040","None"
"30050","None"
"30051","None"
"30052","None"
"30060","None"
"30080","None"
"30090","None"
"30100","None"
"30110","None"
"30120","None"
"30130","None"
"30150","None"
"30151","None"
"30152","None"
"30160","None"
"30170","None"
"30180","None"
"30190","None"
"30200","None"
"30210","None"
"30220","None"
"30230","None"
"30240","None"
"30250","None"
"30260","None"
"30270","None"
"30280","None"
"30290","None"
"30295","None"
"30300","None"
"30320","None"
"30330","None"
"30340","None"
"30350","None"
"30360","None"
"30370","None"
"30380","None"
"30390","None"
"30400","None"
"30410","None"
"30420","None"
"30430","None"
"30460","None"
"30470","None"
"30475","None"
"30480","None"
"30490","None"
"30500","None"
"30510","None"
"30535","None"
"30540","None"
"30550","None"
"30560","None"
"30570","None"
"30575","None"
"30576","None"
"30580","None"
"30590","None"
"30600","None"
"30611","None"
"30620","None"
"30630","None"
"31501","None"
"31550","None"
"39100","None"
"40001","None"
"40008","None"
"40009","None"
"40010","None"
"40011","None"
"40012","None"
"40016","None"
"40017","None"
"40020","None"
"40028","None"
"40049","None"
"40050","None"
"40061","None"
"40500","None"
"40501","None"
"40502","None"
"40503","None"
